,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
652895,29175.0,29175.0,29175.0,Current,Credit card refinancing,13.86,941xx,CA,2 years,1.0
950456,10000.0,10000.0,10000.0,Current,Debt consolidation,30.45,937xx,CA,10+ years,1.0
1978751,4800.0,4800.0,4800.0,Fully Paid,Debt consolidation,13.78,895xx,NV,1 year,1.0
185926,35000.0,34875.0,35000.0,Charged Off,Debt consolidation,15.42,855xx,AZ,8 years,1.0
128775,5000.0,5000.0,5000.0,Fully Paid,Credit card refinancing,19.25,028xx,RI,2 years,1.0
781539,13000.0,13000.0,13000.0,Current,Debt consolidation,24.95,214xx,MD,10+ years,1.0
806932,30000.0,30000.0,30000.0,Current,Credit card refinancing,7.05,787xx,TX,5 years,1.0
2110644,12000.0,12000.0,12000.0,Fully Paid,Other,2.07,600xx,IL,10+ years,1.0
151486,5000.0,5000.0,5000.0,Fully Paid,Vacation,13.58,941xx,CA,5 years,1.0
115514,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,17.69,465xx,IN,10+ years,1.0
384577,14400.0,14400.0,14400.0,Fully Paid,Home improvement,12.02,481xx,MI,3 years,1.0
2099813,4500.0,4500.0,4500.0,Fully Paid,Credit card refinancing,17.21,441xx,OH,5 years,1.0
2226995,12000.0,12000.0,12000.0,Current,Debt consolidation,29.68,274xx,NC,,1.0
108418,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,21.45,168xx,PA,10+ years,1.0
547777,25000.0,25000.0,25000.0,Current,Credit card refinancing,19.64,980xx,WA,5 years,1.0
29508,15200.0,15200.0,15200.0,Fully Paid,Debt consolidation,28.22,752xx,TX,10+ years,1.0
731196,20000.0,20000.0,20000.0,Current,Debt consolidation,12.51,329xx,FL,,1.0
79582,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,19.32,799xx,TX,9 years,1.0
1330415,16000.0,16000.0,16000.0,Fully Paid,Credit card refinancing,8.71,950xx,CA,9 years,1.0
1178333,4000.0,4000.0,4000.0,Charged Off,Credit card refinancing,8.37,337xx,FL,3 years,1.0
10659,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,25.02,220xx,VA,6 years,1.0
1987110,9350.0,9350.0,9350.0,Fully Paid,Debt consolidation,31.53,601xx,IL,5 years,1.0
685355,12000.0,11950.0,12000.0,Charged Off,Debt consolidation,25.25,761xx,TX,2 years,1.0
1855947,20000.0,20000.0,20000.0,Fully Paid,stating over,12.84,114xx,NY,10+ years,1.0
1996926,24000.0,24000.0,24000.0,Current,Debt consolidation,16.15,146xx,NY,10+ years,1.0
1400834,24000.0,24000.0,24000.0,Current,Debt consolidation,16.73,606xx,IL,10+ years,1.0
2061179,4200.0,4200.0,4200.0,Current,Credit card refinancing,6.33,946xx,CA,< 1 year,1.0
1895841,10000.0,10000.0,10000.0,Fully Paid,Consolidation and Wedding,20.4,331xx,FL,3 years,1.0
1225056,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,14.63,481xx,MI,10+ years,1.0
1129721,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,20.44,774xx,TX,< 1 year,1.0
1896568,17475.0,17425.0,17475.0,Fully Paid,Bills,30.65,945xx,CA,6 years,1.0
916981,12000.0,12000.0,12000.0,Current,Debt consolidation,20.42,481xx,MI,4 years,1.0
678226,26525.0,26525.0,26525.0,Fully Paid,Debt consolidation,40.18,971xx,OR,10+ years,1.0
711094,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,12.48,922xx,CA,10+ years,1.0
1990323,11200.0,11200.0,11200.0,Fully Paid,Home improvement,34.48,604xx,IL,< 1 year,1.0
1654438,15000.0,15000.0,15000.0,Current,Credit card refinancing,23.3,531xx,WI,10+ years,1.0
604571,3000.0,3000.0,3000.0,Current,Debt consolidation,22.07,627xx,IL,3 years,1.0
1993841,9600.0,9600.0,9600.0,Fully Paid,Debt consolidation,13.73,774xx,TX,8 years,1.0
289997,12800.0,12800.0,12800.0,Fully Paid,Debt consolidation,4.47,986xx,WA,2 years,1.0
2013335,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,9.72,337xx,FL,< 1 year,1.0
2062024,7500.0,7500.0,7500.0,Current,Debt consolidation,7.57,314xx,GA,10+ years,1.0
399362,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,8.98,750xx,TX,,1.0
1438220,15000.0,15000.0,15000.0,Current,Credit card refinancing,0.0,448xx,OH,,1.0
150102,19325.0,19325.0,19325.0,Current,Debt consolidation,29.65,217xx,MD,10+ years,1.0
309774,10000.0,10000.0,10000.0,Fully Paid,Other,14.67,967xx,HI,10+ years,1.0
1136718,14400.0,14400.0,14400.0,Current,Major purchase,27.76,751xx,TX,5 years,1.0
101343,4500.0,4500.0,4500.0,Charged Off,Credit card refinancing,33.16,191xx,PA,,1.0
833803,6400.0,6400.0,6400.0,Current,Debt consolidation,22.97,122xx,NY,8 years,1.0
966535,18000.0,18000.0,18000.0,Current,Debt consolidation,13.28,307xx,GA,10+ years,1.0
1349697,9950.0,9950.0,9950.0,Fully Paid,Home Improvement Loan,2.0,302xx,GA,10+ years,1.0
161014,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,20.3,462xx,IN,10+ years,1.0
1956246,2400.0,2400.0,2400.0,Current,Home improvement,24.53,721xx,AR,10+ years,1.0
1976562,28000.0,28000.0,28000.0,Current,Debt consolidation,22.83,301xx,GA,2 years,1.0
214209,2000.0,2000.0,2000.0,Charged Off,Medical expenses,29.66,651xx,MO,10+ years,1.0
817872,6400.0,6400.0,6400.0,Current,Credit card refinancing,21.24,995xx,AK,4 years,1.0
422639,40000.0,40000.0,40000.0,Current,Home improvement,24.67,170xx,PA,10+ years,1.0
157515,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,26.38,072xx,NJ,< 1 year,1.0
2169933,4200.0,4200.0,4200.0,Current,Medical expenses,31.67,441xx,OH,3 years,1.0
1708621,9600.0,9600.0,9600.0,Late (31-120 days),Debt consolidation,23.23,147xx,NY,,1.0
2188842,9600.0,9600.0,9600.0,Current,Debt consolidation,32.13,334xx,FL,1 year,1.0
1737322,24000.0,24000.0,24000.0,Current,Debt consolidation,16.66,026xx,MA,10+ years,1.0
1097806,15600.0,15600.0,15600.0,Charged Off,Debt consolidation,25.7,240xx,VA,5 years,1.0
88913,9600.0,9500.0,9600.0,Fully Paid,Debt consolidation,7.61,104xx,NY,7 years,1.0
140253,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,12.31,981xx,WA,10+ years,1.0
1732987,8000.0,8000.0,8000.0,Current,Debt consolidation,15.95,785xx,TX,10+ years,1.0
2198537,6000.0,6000.0,6000.0,Fully Paid,Credit card refinancing,24.07,610xx,IL,1 year,1.0
1316185,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,7.2,088xx,NJ,< 1 year,1.0
664340,20000.0,20000.0,20000.0,Current,Debt consolidation,13.45,214xx,MD,1 year,1.0
740137,12000.0,12000.0,12000.0,Charged Off,Home improvement,11.03,103xx,NY,10+ years,1.0
1297157,16500.0,16500.0,16500.0,Fully Paid,Debt consolidation,16.63,227xx,VA,6 years,1.0
1524939,5000.0,5000.0,5000.0,Fully Paid,Other,18.06,958xx,CA,4 years,1.0
433661,18000.0,18000.0,18000.0,Current,Home improvement,3.21,916xx,CA,10+ years,1.0
968366,25000.0,25000.0,25000.0,Current,Debt consolidation,16.62,211xx,MD,4 years,1.0
952512,5000.0,5000.0,5000.0,Fully Paid,Home improvement,8.52,081xx,NJ,5 years,1.0
545087,15000.0,15000.0,15000.0,Current,Debt consolidation,13.03,920xx,CA,3 years,1.0
741225,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,26.88,958xx,CA,,1.0
609170,11000.0,11000.0,11000.0,Current,Credit card refinancing,14.5,342xx,FL,3 years,1.0
2180603,8150.0,8150.0,8150.0,Fully Paid,Credit card refinancing,31.78,163xx,PA,10+ years,1.0
1992016,8000.0,8000.0,8000.0,Current,Home improvement,17.91,481xx,MI,10+ years,1.0
2032848,11200.0,11200.0,11200.0,Current,Home improvement,10.78,286xx,NC,7 years,1.0
1002602,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,9.55,740xx,OK,2 years,1.0
690927,10000.0,10000.0,10000.0,Current,,19.59,559xx,MN,10+ years,1.0
559308,3600.0,3600.0,3600.0,Fully Paid,Major purchase,20.64,432xx,OH,,1.0
2125337,38275.0,38275.0,38275.0,Charged Off,Debt consolidation,40.76,121xx,NY,< 1 year,1.0
1890440,11200.0,11175.0,11200.0,Fully Paid,Debt and house reno,21.77,330xx,FL,7 years,1.0
2022365,22825.0,22825.0,22825.0,Charged Off,Debt consolidation,7.66,997xx,AK,3 years,1.0
301354,18875.0,18875.0,18875.0,Fully Paid,Debt consolidation,31.39,450xx,OH,10+ years,1.0
1501376,7500.0,7500.0,7500.0,Current,Debt consolidation,13.45,076xx,NJ,10+ years,1.0
457601,6000.0,6000.0,6000.0,Current,Major purchase,4.69,770xx,TX,1 year,1.0
1813516,5000.0,5000.0,5000.0,Fully Paid,Car financing,24.19,112xx,NY,7 years,1.0
618076,40000.0,40000.0,40000.0,Current,Debt consolidation,19.08,980xx,WA,6 years,1.0
1962911,11900.0,11900.0,11900.0,Charged Off,,24.99,113xx,NY,10+ years,1.0
2030062,4800.0,4800.0,4800.0,Fully Paid,Moving and relocation,28.77,995xx,AK,3 years,1.0
1884315,13500.0,13500.0,13500.0,Fully Paid,New Year's Resolution - Decrease Debt ,27.01,628xx,IL,6 years,1.0
1985223,15000.0,15000.0,15000.0,Current,Credit card refinancing,25.46,282xx,NC,< 1 year,1.0
1631120,9200.0,9200.0,9200.0,Fully Paid,Debt Consolidation for mf,24.38,080xx,NJ,3 years,1.0
1459644,5000.0,5000.0,5000.0,Current,Debt consolidation,5.84,113xx,NY,2 years,1.0
502805,12000.0,11975.0,12000.0,Current,Debt consolidation,20.02,531xx,WI,10+ years,1.0
546461,15000.0,15000.0,15000.0,Current,Credit card refinancing,37.54,303xx,GA,2 years,1.0
1948730,9000.0,9000.0,9000.0,Charged Off,Moving and relocation,15.41,920xx,CA,< 1 year,1.0
990391,2800.0,2800.0,2800.0,Charged Off,Medical expenses,29.14,329xx,FL,,1.0
1720536,24600.0,24600.0,24600.0,Current,Car financing,1.03,959xx,CA,10+ years,1.0
1073438,9175.0,9175.0,9175.0,Fully Paid,Debt consolidation,14.93,303xx,GA,< 1 year,1.0
2164197,32000.0,32000.0,32000.0,Fully Paid,Debt consolidation,23.83,021xx,MA,10+ years,1.0
2078013,35000.0,35000.0,35000.0,Current,Debt consolidation,10.96,295xx,SC,< 1 year,1.0
927293,12500.0,12500.0,12500.0,Fully Paid,Debt consolidation,18.77,651xx,MO,2 years,1.0
2256278,9000.0,9000.0,9000.0,Fully Paid,Credit card refinancing,8.43,748xx,OK,4 years,1.0
1093255,11000.0,11000.0,11000.0,Fully Paid,,13.25,100xx,NY,2 years,1.0
382981,14700.0,14700.0,14700.0,Charged Off,Debt consolidation,21.71,337xx,FL,8 years,1.0
484855,19975.0,19975.0,19975.0,Current,Home buying,0.0,891xx,NV,10+ years,1.0
1598411,25000.0,25000.0,25000.0,Current,Debt consolidation,20.03,945xx,CA,< 1 year,1.0
1908984,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,4.04,103xx,NY,10+ years,1.0
271900,30000.0,29975.0,30000.0,Fully Paid,Home improvement,17.13,223xx,VA,4 years,1.0
1163057,3000.0,3000.0,3000.0,Fully Paid,Credit card refinancing,20.4,603xx,IL,7 years,1.0
1959611,13000.0,13000.0,13000.0,Charged Off,,19.68,606xx,IL,6 years,1.0
1505337,35000.0,35000.0,35000.0,Current,Major purchase,8.84,597xx,MT,4 years,1.0
931273,25000.0,25000.0,25000.0,Current,Debt consolidation,25.59,761xx,TX,10+ years,1.0
1340273,4000.0,4000.0,4000.0,Charged Off,Debt consolidation,20.38,232xx,VA,10+ years,1.0
237425,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,27.46,917xx,CA,2 years,1.0
1893787,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,17.78,750xx,TX,10+ years,1.0
173051,20000.0,20000.0,20000.0,Charged Off,Debt consolidation,12.69,441xx,OH,3 years,1.0
90071,8000.0,7975.0,8000.0,Charged Off,Credit card refinancing,29.28,452xx,OH,3 years,1.0
416372,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,23.4,325xx,FL,< 1 year,1.0
432040,8000.0,8000.0,8000.0,Current,Home buying,4.6,606xx,IL,10+ years,1.0
271623,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,10.95,298xx,SC,6 years,1.0
2043954,9000.0,9000.0,9000.0,Current,Debt consolidation,13.03,063xx,CT,10+ years,1.0
1631339,9925.0,9925.0,9925.0,Fully Paid,Debt Take Out,15.69,782xx,TX,2 years,1.0
1475565,20000.0,20000.0,20000.0,Current,Debt consolidation,16.98,760xx,TX,10+ years,1.0
711518,1400.0,1400.0,1400.0,Charged Off,Debt consolidation,10.44,554xx,MN,1 year,1.0
473821,34000.0,34000.0,34000.0,Fully Paid,Business,12.43,245xx,VA,< 1 year,1.0
910491,6000.0,6000.0,6000.0,Fully Paid,Credit card refinancing,8.92,932xx,CA,10+ years,1.0
1651666,2950.0,2950.0,2950.0,Does not meet the credit policy. Status:Fully Paid,Personnel loan,21.06,703xx,LA,< 1 year,1.0
1242263,3000.0,3000.0,3000.0,Fully Paid,Debt consolidation,8.08,292xx,SC,10+ years,1.0
1845942,15000.0,15000.0,15000.0,Fully Paid,Home Improvement,11.01,112xx,NY,6 years,1.0
174236,6250.0,6250.0,6250.0,Fully Paid,Debt consolidation,18.04,273xx,NC,< 1 year,1.0
1492902,3700.0,3700.0,3700.0,Current,Debt consolidation,17.08,802xx,CO,1 year,1.0
59390,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,27.17,272xx,NC,3 years,1.0
49729,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,8.71,481xx,MI,2 years,1.0
1146711,8000.0,8000.0,8000.0,Fully Paid,Home buying,20.63,708xx,LA,3 years,1.0
758342,16300.0,16300.0,16300.0,Current,Credit card refinancing,15.68,596xx,MT,3 years,1.0
1012587,18450.0,18450.0,18450.0,Fully Paid,Major purchase,6.09,070xx,NJ,10+ years,1.0
441940,4500.0,4500.0,4500.0,Fully Paid,Debt consolidation,11.77,601xx,IL,9 years,1.0
218580,14400.0,14400.0,14400.0,Fully Paid,Debt consolidation,19.49,850xx,AZ,1 year,1.0
1719267,14400.0,14150.0,14400.0,Current,Home buying,5.57,448xx,OH,10+ years,1.0
1687803,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,16.5,948xx,CA,10+ years,1.0
304253,4000.0,4000.0,4000.0,Charged Off,Debt consolidation,22.38,437xx,OH,2 years,1.0
1035678,9000.0,9000.0,9000.0,Fully Paid,,24.48,985xx,WA,< 1 year,1.0
201656,15000.0,15000.0,15000.0,Charged Off,Debt consolidation,13.6,919xx,CA,3 years,1.0
176069,35000.0,34925.0,35000.0,Fully Paid,Credit card refinancing,27.31,967xx,HI,10+ years,1.0
1038325,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,26.53,773xx,TX,< 1 year,1.0
837317,3150.0,3150.0,3150.0,Current,Credit card refinancing,14.84,662xx,KS,3 years,1.0
1326362,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,19.85,891xx,NV,4 years,1.0
17771,26000.0,26000.0,26000.0,Charged Off,Credit card refinancing,11.26,280xx,NC,10+ years,1.0
493626,5000.0,5000.0,5000.0,Current,Debt consolidation,3.72,294xx,SC,5 years,1.0
827154,15000.0,15000.0,15000.0,Current,Credit card refinancing,19.83,482xx,MI,10+ years,1.0
704573,18000.0,18000.0,18000.0,Current,Debt consolidation,9.37,782xx,TX,10+ years,1.0
1331302,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,32.43,483xx,MI,8 years,1.0
1726351,12800.0,12800.0,12800.0,Fully Paid,Debt consolidation,19.14,852xx,AZ,3 years,1.0
1890698,12000.0,12000.0,12000.0,Fully Paid,Payoff,13.3,278xx,NC,10+ years,1.0
1940653,12000.0,12000.0,12000.0,Current,Credit card refinancing,10.14,392xx,MS,10+ years,1.0
700084,10000.0,10000.0,10000.0,Charged Off,Credit card refinancing,17.4,446xx,OH,10+ years,1.0
2050888,40000.0,40000.0,40000.0,Current,Credit card refinancing,24.53,930xx,CA,10+ years,1.0
449191,7200.0,7200.0,7200.0,Current,Credit card refinancing,7.41,749xx,OK,< 1 year,1.0
622208,6400.0,6400.0,6400.0,Current,Credit card refinancing,7.63,112xx,NY,< 1 year,1.0
1245602,22950.0,22950.0,22950.0,Fully Paid,Debt consolidation,22.18,852xx,AZ,7 years,1.0
129180,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,6.17,322xx,FL,5 years,1.0
210225,25000.0,25000.0,25000.0,Fully Paid,Car financing,23.62,800xx,CO,2 years,1.0
1713829,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,6.06,076xx,NJ,6 years,1.0
1336036,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,17.21,088xx,NJ,1 year,1.0
594811,40000.0,39700.0,40000.0,Charged Off,Credit card refinancing,20.36,295xx,SC,2 years,1.0
1018132,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,25.6,707xx,LA,7 years,1.0
319707,10800.0,10800.0,10800.0,Charged Off,Debt consolidation,11.69,232xx,VA,7 years,1.0
1289727,9000.0,9000.0,9000.0,Fully Paid,Debt consolidation,11.82,305xx,GA,6 years,1.0
240688,25000.0,25000.0,25000.0,Current,Debt consolidation,26.32,427xx,KY,10+ years,1.0
1730676,20400.0,20400.0,20400.0,Late (31-120 days),Debt consolidation,18.84,233xx,VA,5 years,1.0
578185,16000.0,16000.0,16000.0,Charged Off,Credit card refinancing,30.71,237xx,VA,< 1 year,1.0
1727407,12750.0,12750.0,12750.0,Current,Credit card refinancing,13.37,553xx,MN,10+ years,1.0
723951,11500.0,11500.0,11500.0,Fully Paid,Credit card refinancing,19.65,577xx,SD,2 years,1.0
1354236,10000.0,10000.0,10000.0,Current,Credit card refinancing,27.25,193xx,PA,9 years,1.0
484794,25600.0,25600.0,25600.0,Charged Off,Home improvement,28.5,238xx,VA,,1.0
1053943,7500.0,7500.0,7500.0,Fully Paid,Credit card refinancing,3.43,076xx,NJ,9 years,1.0
1692826,4800.0,4800.0,4800.0,Current,Major purchase,10.28,750xx,TX,10+ years,1.0
680239,17275.0,17275.0,17275.0,Current,Credit card refinancing,32.71,891xx,NV,5 years,1.0
771595,11000.0,11000.0,11000.0,Fully Paid,Debt consolidation,3.58,303xx,GA,10+ years,1.0
49225,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,19.54,654xx,MO,10+ years,1.0
2058226,36000.0,36000.0,36000.0,Current,Debt consolidation,14.1,871xx,NM,10+ years,1.0
704764,24000.0,24000.0,24000.0,Charged Off,Debt consolidation,30.56,278xx,NC,8 years,1.0
191382,9600.0,9600.0,9600.0,Fully Paid,Credit card refinancing,10.96,497xx,MI,,1.0
1793869,28000.0,27975.0,28000.0,Fully Paid,Debt consolidation,8.71,751xx,TX,3 years,1.0
1197793,12000.0,12000.0,12000.0,Fully Paid,Credit card refinancing,6.25,948xx,CA,4 years,1.0
840577,15000.0,15000.0,15000.0,Current,Debt consolidation,25.83,070xx,NJ,,1.0
1652336,10000.0,9950.0,10000.0,Does not meet the credit policy. Status:Fully Paid,My Debt Reduction Loan,21.09,961xx,CA,10+ years,1.0
1867678,18000.0,18000.0,18000.0,Fully Paid,Debt Con2,28.59,977xx,OR,5 years,1.0
1321115,8400.0,8375.0,8400.0,Fully Paid,Debt consolidation,8.69,112xx,NY,,1.0
927082,7000.0,7000.0,7000.0,Charged Off,Other,30.65,615xx,IL,10+ years,1.0
118373,27300.0,27050.0,27300.0,Current,Credit card refinancing,33.34,951xx,CA,2 years,1.0
667681,16000.0,16000.0,16000.0,Charged Off,Debt consolidation,34.53,083xx,NJ,10+ years,1.0
980910,14000.0,14000.0,14000.0,Current,Credit card refinancing,12.19,902xx,CA,10+ years,1.0
925746,14875.0,14875.0,14875.0,Fully Paid,Debt consolidation,9.14,731xx,OK,8 years,1.0
1698481,16000.0,16000.0,16000.0,Current,Credit card refinancing,24.57,606xx,IL,10+ years,1.0
1782390,9500.0,9500.0,9500.0,Fully Paid,Debt consolidation,12.21,917xx,CA,8 years,1.0
1224299,10750.0,10725.0,10750.0,Fully Paid,Debt consolidation,18.05,809xx,CO,2 years,1.0
278833,35000.0,35000.0,35000.0,Fully Paid,Credit card refinancing,27.14,073xx,NJ,5 years,1.0
765085,5000.0,5000.0,5000.0,Current,Home improvement,23.86,350xx,AL,9 years,1.0
1105023,25000.0,25000.0,25000.0,Fully Paid,,17.23,913xx,CA,3 years,1.0
485875,12000.0,11975.0,12000.0,Current,Debt consolidation,27.26,321xx,FL,10+ years,1.0
1303313,25000.0,25000.0,25000.0,Fully Paid,Credit card refinancing,15.42,853xx,AZ,10+ years,1.0
1161543,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,15.43,853xx,AZ,8 years,1.0
968959,11000.0,11000.0,11000.0,Fully Paid,Debt consolidation,10.56,945xx,CA,3 years,1.0
1117752,14000.0,14000.0,14000.0,Fully Paid,Debt consolidation,14.17,300xx,GA,2 years,1.0
1262137,6000.0,6000.0,6000.0,Fully Paid,Car financing,7.1,540xx,WI,6 years,1.0
1969707,5000.0,5000.0,5000.0,Current,Other,4.92,770xx,TX,2 years,1.0
606089,7500.0,7500.0,7500.0,Current,Debt consolidation,16.77,344xx,FL,10+ years,1.0
1889270,26500.0,26400.0,26500.0,Fully Paid,Debt Consolidation,24.76,982xx,WA,10+ years,1.0
831240,20000.0,20000.0,20000.0,Current,Debt consolidation,7.71,840xx,UT,,1.0
787783,20000.0,20000.0,20000.0,Late (31-120 days),Home improvement,3.45,221xx,VA,2 years,1.0
412128,30000.0,30000.0,30000.0,Current,Major purchase,30.17,300xx,GA,4 years,1.0
13907,8000.0,8000.0,8000.0,Fully Paid,Other,25.16,300xx,GA,6 years,1.0
1007332,25550.0,25550.0,25550.0,Current,Home improvement,26.08,339xx,FL,10+ years,1.0
798247,16000.0,16000.0,16000.0,Current,Home improvement,13.35,338xx,FL,10+ years,1.0
813391,25000.0,25000.0,25000.0,Current,Debt consolidation,7.86,945xx,CA,10+ years,1.0
951911,7000.0,7000.0,7000.0,Current,Debt consolidation,20.97,021xx,MA,10+ years,1.0
1338532,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,10.65,066xx,CT,3 years,1.0
1022948,4925.0,4925.0,4925.0,Fully Paid,Debt consolidation,19.36,442xx,OH,10+ years,1.0
1773892,17000.0,17000.0,17000.0,Fully Paid,pay my debts,21.84,120xx,NY,5 years,1.0
825972,6000.0,6000.0,6000.0,Current,Debt consolidation,4.11,210xx,MD,1 year,1.0
727601,6000.0,6000.0,6000.0,Charged Off,,16.59,114xx,NY,9 years,1.0
418455,10000.0,10000.0,10000.0,Fully Paid,Home improvement,15.04,295xx,SC,10+ years,1.0
1049315,10000.0,10000.0,10000.0,Charged Off,Credit card refinancing,33.2,840xx,UT,10+ years,1.0
2255309,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,29.05,073xx,NJ,5 years,1.0
1135329,24000.0,24000.0,24000.0,Current,Credit card refinancing,39.16,182xx,PA,10+ years,1.0
1438763,12000.0,12000.0,12000.0,Current,Credit card refinancing,25.44,407xx,KY,6 years,1.0
1039187,8000.0,7750.0,8000.0,Fully Paid,Debt consolidation,25.24,328xx,FL,4 years,1.0
822816,14325.0,14325.0,14325.0,Current,Debt consolidation,33.23,478xx,IN,,1.0
842259,10000.0,9725.0,10000.0,Current,Debt consolidation,8.09,900xx,CA,3 years,1.0
2077074,25000.0,25000.0,25000.0,Current,Debt consolidation,43.24,449xx,OH,10+ years,1.0
1701329,4000.0,4000.0,4000.0,Fully Paid,Credit card refinancing,17.9,787xx,TX,6 years,1.0
417408,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,9.98,900xx,CA,1 year,1.0
739229,10000.0,10000.0,10000.0,Current,Other,2.12,900xx,CA,1 year,1.0
2100997,40000.0,40000.0,40000.0,Current,Other,1.35,750xx,TX,2 years,1.0
2191928,24950.0,24950.0,24950.0,Current,Debt consolidation,7.4,117xx,NY,1 year,1.0
523377,12000.0,12000.0,12000.0,Current,Credit card refinancing,28.06,290xx,SC,< 1 year,1.0
1212211,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,21.96,946xx,CA,< 1 year,1.0
692438,19200.0,19200.0,19200.0,Current,,31.6,053xx,VT,8 years,1.0
33452,12000.0,12000.0,12000.0,Charged Off,Home improvement,29.89,071xx,NJ,5 years,1.0
1351634,12000.0,11950.0,12000.0,Fully Paid,Debt Consolidation,21.65,315xx,GA,5 years,1.0
1660332,35000.0,35000.0,35000.0,Current,Debt consolidation,26.12,328xx,FL,3 years,1.0
968566,3500.0,3500.0,3500.0,Fully Paid,Debt consolidation,28.75,799xx,TX,3 years,1.0
1049512,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,12.73,056xx,VT,10+ years,1.0
1082673,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,12.32,334xx,FL,3 years,1.0
407359,12250.0,12250.0,12250.0,Fully Paid,Major purchase,14.85,222xx,VA,2 years,1.0
1089633,15000.0,15000.0,15000.0,Fully Paid,Moving and relocation,16.62,587xx,ND,< 1 year,1.0
929812,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,9.2,112xx,NY,3 years,1.0
1075071,7000.0,7000.0,7000.0,Fully Paid,Credit card refinancing,5.32,622xx,IL,,1.0
20967,8500.0,8500.0,8500.0,Fully Paid,Debt consolidation,14.73,977xx,OR,10+ years,1.0
2133265,5000.0,5000.0,5000.0,Current,Other,9.16,201xx,VA,4 years,1.0
79123,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,19.06,060xx,CT,10+ years,1.0
1572637,10000.0,10000.0,10000.0,Late (31-120 days),Credit card refinancing,11.48,342xx,FL,2 years,1.0
1878267,5650.0,5625.0,5650.0,Fully Paid,Debt consolidation,17.19,806xx,CO,10+ years,1.0
1936547,18000.0,18000.0,18000.0,Fully Paid,get rid off credit cars,14.41,191xx,PA,4 years,1.0
1605262,10000.0,10000.0,10000.0,Charged Off,Debt consolidation,33.47,216xx,MD,10+ years,1.0
1173477,35000.0,35000.0,35000.0,Fully Paid,Medical expenses,11.52,465xx,IN,9 years,1.0
1092898,12000.0,12000.0,12000.0,Current,Other,6.19,914xx,CA,2 years,1.0
19096,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,1.49,912xx,CA,1 year,1.0
220012,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,13.93,144xx,NY,9 years,1.0
236276,21600.0,21575.0,21600.0,Current,Credit card refinancing,14.45,117xx,NY,10+ years,1.0
22175,14000.0,14000.0,14000.0,Fully Paid,Debt consolidation,25.47,402xx,KY,10+ years,1.0
36589,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,20.4,089xx,NJ,1 year,1.0
1024201,10000.0,10000.0,10000.0,Fully Paid,,22.38,120xx,NY,,1.0
788939,30000.0,30000.0,30000.0,Current,Home improvement,9.4,335xx,FL,2 years,1.0
1633253,10750.0,10733.903492070704,10750.0,Fully Paid,helping hand,21.44,333xx,FL,10+ years,1.0
31297,14400.0,14400.0,14400.0,Charged Off,Debt consolidation,5.45,625xx,IL,4 years,1.0
2069652,30000.0,30000.0,30000.0,Current,Debt consolidation,19.0,985xx,WA,10+ years,1.0
