,Amount Requested,Loan Title,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
13514397,15000.0,debt_consolidation,30.71%,306xx,GA,< 1 year,0.0
6531300,15000.0,Debt consolidation,25.35%,303xx,GA,< 1 year,0.0
11762903,10000.0,debt_consolidation,2.28%,271xx,NC,< 1 year,0.0
17717768,20000.0,Credit card refinancing,74.24%,765xx,TX,< 1 year,0.0
6442541,20000.0,Credit card refinancing,40.17%,335xx,FL,< 1 year,0.0
3125413,1000.0,debt_consolidation,6.17%,748xx,OK,5 years,0.0
9196464,17000.0,debt_consolidation,34.2%,335xx,FL,< 1 year,0.0
17027587,10000.0,Debt consolidation,100%,756xx,TX,< 1 year,0.0
24058476,28000.0,other,11.24%,827xx,WY,< 1 year,0.0
18263468,3000.0,Debt consolidation,27.6%,327xx,FL,< 1 year,0.0
1394097,300000.0,Business Loan,-1%,207xx,MD,< 1 year,0.0
16151557,13550.0,Debt consolidation,15.67%,532xx,WI,< 1 year,0.0
3696621,5000.0,debt_consolidation,16.56%,110xx,NY,< 1 year,0.0
6859806,10000.0,Credit card refinancing,33.57%,038xx,NH,< 1 year,0.0
12990462,10000.0,other,15%,341xx,FL,< 1 year,0.0
26464737,1000.0,Vacation,27.98%,850xx,AZ,< 1 year,0.0
8151137,6000.0,debt_consolidation,36.1%,373xx,TN,< 1 year,0.0
9540545,4200.0,small_business,6.4%,986xx,WA,< 1 year,0.0
14822823,15000.0,Debt consolidation,10.73%,532xx,WI,< 1 year,0.0
25564864,40000.0,Home buying,46.46%,474xx,IN,< 1 year,0.0
22090109,1000.0,major_purchase,18.79%,927xx,CA,< 1 year,0.0
3447949,20000.0,debt_consolidation,26.87%,015xx,MA,< 1 year,0.0
2046662,4500.0,Medical expenses,16.91%,335xx,FL,10+ years,0.0
24162453,20000.0,credit_card,31.07%,840xx,UT,< 1 year,0.0
23810428,6000.0,other,35.61%,945xx,CA,< 1 year,0.0
4145410,10000.0,Debt consolidation,22.24%,925xx,CA,< 1 year,0.0
6857337,3500.0,Debt consolidation,10%,432xx,OH,< 1 year,0.0
16248735,6000.0,Vacation,100%,652xx,RI,< 1 year,0.0
26384235,9700.0,Debt consolidation,100%,274xx,NC,< 1 year,0.0
24598871,30000.0,debt_consolidation,16.62%,907xx,CA,5 years,0.0
2143616,35000.0,debt_consolidation,12.77%,926xx,CA,< 1 year,0.0
12171661,2000.0,debt_consolidation,24.82%,386xx,MS,< 1 year,0.0
2116035,3000.0,home_improvement,6%,604xx,IL,5 years,0.0
16770911,8000.0,Debt consolidation,74400%,326xx,FL,< 1 year,0.0
21548487,5000.0,Credit card refinancing,0%,182xx,PA,< 1 year,0.0
13855470,32000.0,credit_card,62.12%,925xx,CA,< 1 year,0.0
11454860,8000.0,Debt consolidation,9.84%,895xx,NV,< 1 year,0.0
7038355,20000.0,small_business,0.1%,951xx,CA,< 1 year,0.0
20023614,1500.0,other,467.24%,243xx,VA,< 1 year,0.0
9396566,1500.0,credit_card,6%,700xx,LA,< 1 year,0.0
18143451,2000.0,Home buying,43.48%,716xx,AR,< 1 year,0.0
5552649,7500.0,Credit card refinancing,31.35%,070xx,NJ,< 1 year,0.0
6945313,1000.0,Major purchase,0%,750xx,TX,1 year,0.0
22223103,3000.0,other,2.9%,952xx,CA,5 years,0.0
4852616,10000.0,Debt consolidation,100%,609xx,IL,< 1 year,0.0
11084423,1000.0,Moving and relocation,7.64%,460xx,IN,< 1 year,0.0
8295349,35000.0,debt_consolidation,52.29%,285xx,NC,< 1 year,0.0
25960281,2000.0,debt_consolidation,5.91%,145xx,NY,5 years,0.0
9190689,26000.0,major_purchase,29.76%,824xx,WY,< 1 year,0.0
15234197,10000.0,Other,100%,024xx,MA,< 1 year,0.0
23783369,5000.0,debt_consolidation,14.71%,337xx,FL,< 1 year,0.0
22661449,1500.0,debt_consolidation,30.93%,080xx,NJ,< 1 year,0.0
15701109,2500.0,Car financing,7.32%,105xx,NY,< 1 year,0.0
365765,30000.0,small_business,32.54%,786xx,TX,< 1 year,0.0
18499943,15000.0,Medical expenses,14.22%,441xx,OH,< 1 year,0.0
23097911,1000.0,medical,77.53%,792xx,TX,< 1 year,0.0
16349695,31100.0,Credit card refinancing,100%,030xx,NH,< 1 year,0.0
4300992,9500.0,credit_card,29.12%,338xx,FL,5 years,0.0
10637636,5000.0,Other,9.07%,335xx,FL,< 1 year,0.0
21668750,30000.0,Home improvement,13.08%,799xx,TX,5 years,0.0
14099692,1000.0,credit_card,28.74%,347xx,FL,,0.0
2240454,8000.0,debt_consolidation,11.38%,431xx,OH,< 1 year,0.0
1745797,7500.0,moving,0.83%,112xx,NY,< 1 year,0.0
16226794,10000.0,Debt consolidation,5.97%,730xx,OK,< 1 year,0.0
10731864,25000.0,Moving and relocation,6.56%,100xx,NY,< 1 year,0.0
6374410,10000.0,Business,10.35%,900xx,CA,1 year,0.0
1102869,10000.0,medical,11.53%,068xx,CT,< 1 year,0.0
13247039,3500.0,car,14.61%,373xx,TN,5 years,0.0
1525468,15000.0,home_improvement,41.57%,761xx,TX,< 1 year,0.0
26493408,30000.0,Credit card refinancing,11.31%,334xx,FL,10+ years,0.0
20050965,5000.0,Credit card refinancing,100%,488xx,MI,< 1 year,0.0
2805045,4000.0,major_purchase,16.95%,344xx,FL,< 1 year,0.0
5873303,40000.0,Debt consolidation,12.72%,387xx,MS,< 1 year,0.0
20514975,10000.0,Debt consolidation,24.25%,532xx,WI,< 1 year,0.0
1812868,25000.0,debt_consolidation,139.44%,620xx,IL,< 1 year,0.0
381940,3000.0,home_improvement,6.61%,080xx,NJ,< 1 year,0.0
11667018,20000.0,Credit card refinancing,100%,606xx,IL,< 1 year,0.0
18365477,5000.0,Major purchase,3.36%,331xx,FL,< 1 year,0.0
24941662,5000.0,Debt consolidation,22.71%,468xx,IN,< 1 year,0.0
4587786,1500.0,Debt consolidation,7.8%,600xx,IL,< 1 year,0.0
3396572,30000.0,Debt consolidation,11.26%,038xx,NH,< 1 year,0.0
18796166,5000.0,Credit card refinancing,12.68%,117xx,NY,< 1 year,0.0
17273115,10000.0,Debt consolidation,111.82%,778xx,TX,< 1 year,0.0
25678690,25000.0,Debt consolidation,20.69%,563xx,MN,10+ years,0.0
15362371,1000.0,Home improvement,1.41%,350xx,AL,< 1 year,0.0
7448798,10000.0,debt_consolidation,20.07%,114xx,NY,< 1 year,0.0
17738274,2500.0,Debt consolidation,3.82%,197xx,DE,,0.0
18345416,23000.0,Debt consolidation,28.5%,238xx,VA,< 1 year,0.0
16725992,35000.0,Debt consolidation,27.33%,074xx,NJ,< 1 year,0.0
9810769,8000.0,Credit card refinancing,100%,956xx,CA,< 1 year,0.0
6858815,23500.0,Other,20.99%,301xx,GA,< 1 year,0.0
21816935,23000.0,debt_consolidation,34.03%,667xx,KS,< 1 year,0.0
23326308,5500.0,car,2142.86%,201xx,VA,4 years,0.0
5882526,1000.0,Other,38.27%,282xx,NC,< 1 year,0.0
3029070,5000.0,debt_consolidation,0.67%,761xx,TX,5 years,0.0
9780779,2000.0,Other,0%,117xx,NY,< 1 year,0.0
23191103,10550.0,major_purchase,21.82%,871xx,NM,< 1 year,0.0
8791547,20000.0,Debt consolidation,19.93%,328xx,FL,4 years,0.0
18334355,1000.0,Debt consolidation,15.95%,254xx,WV,< 1 year,0.0
7077060,6000.0,debt_consolidation,55.75%,799xx,TX,< 1 year,0.0
1368109,21500.0,car,0%,731xx,OK,< 1 year,0.0
18146797,30000.0,Debt consolidation,30.23%,928xx,CA,< 1 year,0.0
3966770,10000.0,Debt consolidation,34.32%,430xx,OH,< 1 year,0.0
4200691,25000.0,credit_card,43.59%,488xx,MI,< 1 year,0.0
15284029,13000.0,Debt consolidation,32.02%,163xx,PA,< 1 year,0.0
5771206,5500.0,Credit card refinancing,36.26%,900xx,CA,< 1 year,0.0
6759540,10000.0,Home buying,24.05%,131xx,NY,< 1 year,0.0
6001927,6500.0,Debt consolidation,27.84%,432xx,OH,< 1 year,0.0
5902574,25000.0,Debt consolidation,18.28%,117xx,NY,< 1 year,0.0
7145876,1000.0,medical,18.09%,327xx,FL,< 1 year,0.0
24698022,20000.0,credit_card,2.82%,917xx,CA,5 years,0.0
17134072,30000.0,Credit card refinancing,23.3%,975xx,OR,,0.0
25404017,5000.0,Debt consolidation,-1%,403xx,KY,< 1 year,0.0
19172616,5000.0,Other,3.2%,744xx,OK,< 1 year,0.0
19556706,2000.0,Other,0%,312xx,GA,2 years,0.0
12815636,20000.0,debt_consolidation,47.82%,498xx,MI,< 1 year,0.0
18748599,10000.0,Major purchase,25.93%,775xx,TX,< 1 year,0.0
25752644,1000.0,other,14.53%,199xx,DE,1 year,0.0
1206705,8000.0,debt_consolidation,34.97%,992xx,WA,< 1 year,0.0
3186508,25000.0,Debt consolidation,20.02%,082xx,NJ,< 1 year,0.0
9746525,10000.0,Other,5.09%,221xx,VA,< 1 year,0.0
1202705,35000.0,home_improvement,20.03%,310xx,GA,5 years,0.0
13270668,5000.0,Business,15.36%,752xx,TX,< 1 year,0.0
12898617,10000.0,Other,32.89%,785xx,TX,< 1 year,0.0
4320204,3000.0,medical,23.92%,626xx,IL,5 years,0.0
1882390,11000.0,debt_consolidation,21.79%,840xx,UT,< 1 year,0.0
19366225,4600.0,Other,10.08%,300xx,GA,< 1 year,0.0
22169066,5000.0,debt_consolidation,10.8%,895xx,NV,< 1 year,0.0
11969214,6500.0,car,4.44%,377xx,TN,5 years,0.0
15126648,2500.0,Vacation,34.45%,207xx,MD,< 1 year,0.0
20416875,10000.0,Debt consolidation,8.36%,070xx,NJ,< 1 year,0.0
6996668,19000.0,credit_card,44.94%,136xx,NY,< 1 year,0.0
27555300,10000.0,other,14.68%,119xx,NY,5 years,0.0
25966037,5000.0,debt_consolidation,18.67%,199xx,DE,5 years,0.0
26094181,20000.0,Debt consolidation,100%,411xx,KY,< 1 year,0.0
10167857,10000.0,Debt consolidation,46.87%,604xx,IL,< 1 year,0.0
25947959,10000.0,debt_consolidation,8.68%,016xx,MA,< 1 year,0.0
12390929,5000.0,debt_consolidation,38.78%,326xx,GA,< 1 year,0.0
21704398,40000.0,Debt consolidation,46.05%,741xx,OK,< 1 year,0.0
17651550,10000.0,Credit card refinancing,100%,812xx,CO,< 1 year,0.0
19300277,2100.0,Debt consolidation,25.99%,601xx,IL,< 1 year,0.0
20845289,5000.0,Credit card refinancing,16.95%,810xx,CO,< 1 year,0.0
18323384,12000.0,Debt consolidation,9.15%,774xx,TX,< 1 year,0.0
16495168,5000.0,Other,23.4%,700xx,LA,1 year,0.0
25119708,12000.0,major_purchase,21.74%,760xx,TX,5 years,0.0
22759390,5000.0,debt_consolidation,-1%,300xx,GA,< 1 year,0.0
13069134,1000.0,major_purchase,17.46%,460xx,IN,,0.0
1263629,10000.0,debt_consolidation,-1%,234xx,VA,< 1 year,0.0
16752929,2000.0,Car financing,2.22%,916xx,CA,< 1 year,0.0
20002541,2000.0,Other,15.58%,338xx,FL,< 1 year,0.0
9069887,10000.0,Credit card refinancing,21.77%,900xx,CA,,0.0
3441523,5000.0,major_purchase,0%,346xx,FL,< 1 year,0.0
8703369,1000.0,moving,2.21%,291xx,SC,< 1 year,0.0
3240268,20000.0,Debt consolidation,76.16%,076xx,NJ,< 1 year,0.0
24227844,1500.0,car,3.13%,300xx,GA,5 years,0.0
19414827,1000.0,Other,25.39%,933xx,CA,< 1 year,0.0
8153663,25000.0,debt_consolidation,35.45%,490xx,MI,< 1 year,0.0
23792464,25000.0,debt_consolidation,35.73%,923xx,CA,< 1 year,0.0
600724,2000.0,debt_consolidation,23.58%,301xx,GA,< 1 year,0.0
4906277,10000.0,Debt consolidation,12.24%,852xx,AZ,< 1 year,0.0
27288842,8000.0,Home improvement,9.94%,275xx,NC,< 1 year,0.0
9407888,20000.0,credit_card,33.39%,943xx,CA,< 1 year,0.0
11809585,6250.0,credit_card,-1%,370xx,TN,5 years,0.0
21117316,2000.0,Debt consolidation,100%,721xx,AR,< 1 year,0.0
2939625,5000.0,other,15.68%,402xx,KY,5 years,0.0
13549645,3000.0,Medical expenses,100.33%,331xx,FL,< 1 year,0.0
12812477,1500.0,home_improvement,2.4%,492xx,MI,< 1 year,0.0
13128133,10000.0,debt_consolidation,17.67%,850xx,AZ,< 1 year,0.0
2259692,3500.0,medical,21.61%,935xx,CA,5 years,0.0
12693629,28000.0,Debt consolidation,57.47%,799xx,TX,< 1 year,0.0
4141321,10000.0,credit_card,31.02%,200xx,DC,< 1 year,0.0
2658820,11375.0,credit_card,38.42%,272xx,NC,5 years,0.0
19182917,5000.0,Home improvement,19.17%,913xx,CA,< 1 year,0.0
1551403,9900.0,debt_consolidation,43.16%,415xx,KY,5 years,0.0
23189522,2500.0,other,0%,900xx,CA,< 1 year,0.0
5564318,35000.0,Credit card refinancing,14%,146xx,NY,< 1 year,0.0
10037158,3000.0,Debt consolidation,31.21%,144xx,NY,< 1 year,0.0
13732875,15000.0,debt_consolidation,19.73%,115xx,NY,< 1 year,0.0
228896,3000.0,debt_consolidation,1.15%,770xx,TX,< 1 year,0.0
25418410,7500.0,Credit card refinancing,25.95%,218xx,MD,< 1 year,0.0
16946515,1000.0,Other,1.75%,847xx,UT,1 year,0.0
10536840,10000.0,Credit card refinancing,19.75%,880xx,NM,< 1 year,0.0
12425043,1000.0,home_improvement,6.24%,454xx,OH,,0.0
25355749,35000.0,debt_consolidation,-1%,958xx,CA,5 years,0.0
15150284,20000.0,Home improvement,12.48%,327xx,FL,< 1 year,0.0
10414198,10000.0,Other,15.07%,447xx,OH,< 1 year,0.0
15440407,2000.0,Other,100%,210xx,MD,< 1 year,0.0
18800163,5000.0,Business,8.13%,328xx,FL,< 1 year,0.0
259949,4000.0,debt_consolidation,10.74%,088xx,NJ,10+ years,0.0
18838551,8000.0,Other,0%,300xx,GA,< 1 year,0.0
5383366,3000.0,Debt consolidation,100%,104xx,NY,< 1 year,0.0
4916139,2500.0,Debt consolidation,71.23%,291xx,SC,5 years,0.0
10376727,3000.0,Debt consolidation,11.93%,395xx,MS,< 1 year,0.0
15294542,1000.0,Other,32.64%,759xx,TX,< 1 year,0.0
11182053,1000.0,Other,100%,721xx,AR,< 1 year,0.0
1358837,12000.0,debt_consolidation,19.77%,926xx,CA,< 1 year,0.0
2588182,25000.0,Debt consolidation,19.97%,967xx,HI,3 years,0.0
8821671,2500.0,major_purchase,1.44%,770xx,TX,< 1 year,0.0
18607023,2600.0,Other,16.17%,900xx,CA,< 1 year,0.0
10552824,30000.0,Debt consolidation,43.18%,762xx,TX,< 1 year,0.0
895541,19500.0,credit_card,-1%,331xx,FL,< 1 year,0.0
4728525,12000.0,Debt consolidation,100%,365xx,AL,< 1 year,0.0
20292079,5000.0,moving,0.93%,289xx,NC,< 1 year,0.0
1073907,10000.0,debt_consolidation,46.3%,928xx,CA,< 1 year,0.0
25985188,10000.0,debt_consolidation,14.18%,662xx,KS,< 1 year,0.0
18631839,4000.0,Debt consolidation,35.88%,031xx,NH,< 1 year,0.0
17058201,15000.0,Debt consolidation,11.4%,331xx,FL,< 1 year,0.0
17110084,1500.0,Other,25.29%,342xx,FL,< 1 year,0.0
10656561,20000.0,Debt consolidation,40.92%,371xx,TN,< 1 year,0.0
3903598,20000.0,credit_card,21.64%,790xx,TX,5 years,0.0
26700173,10000.0,Debt consolidation,23.65%,482xx,MI,5 years,0.0
2869588,10000.0,Debt consolidation,8.1%,681xx,NE,< 1 year,0.0
25167551,10000.0,debt_consolidation,21.19%,809xx,CO,< 1 year,0.0
2934564,3000.0,other,32.01%,114xx,NY,< 1 year,0.0
26123747,7000.0,other,112.67%,294xx,SC,1 year,0.0
11959971,15000.0,Debt consolidation,23.47%,553xx,MN,< 1 year,0.0
25628050,10000.0,Credit card refinancing,16.09%,600xx,IL,< 1 year,0.0
16580558,16000.0,Debt consolidation,39.53%,282xx,NC,< 1 year,0.0
25024281,11000.0,Other,0.55%,283xx,NC,< 1 year,0.0
7585484,12000.0,debt_consolidation,30.4%,730xx,OK,5 years,0.0
2162497,25000.0,other,4.11%,180xx,PA,,0.0
7924978,8000.0,home_improvement,59.06%,782xx,TX,< 1 year,0.0
16633847,2000.0,Other,100%,303xx,GA,< 1 year,0.0
182468,1700.0,major_purchase,21.66%,959xx,CA,< 1 year,0.0
20027221,1000.0,medical,0%,744xx,OK,,0.0
25801915,3000.0,major_purchase,11.51%,301xx,GA,5 years,0.0
25785138,1000.0,Other,22.91%,231xx,VA,< 1 year,0.0
8073324,2500.0,vacation,2.34%,454xx,OH,< 1 year,0.0
10555303,40000.0,Debt consolidation,14.26%,440xx,OH,< 1 year,0.0
26953218,2000.0,Debt consolidation,8.56%,486xx,MI,< 1 year,0.0
11632249,40000.0,Credit card refinancing,4.13%,372xx,TN,< 1 year,0.0
21605948,10000.0,Debt consolidation,19.05%,302xx,GA,< 1 year,0.0
16380996,20000.0,Debt consolidation,20.41%,018xx,MA,< 1 year,0.0
1704480,5000.0,other,6.74%,855xx,AZ,5 years,0.0
5053073,5000.0,Major purchase,2.26%,776xx,TX,< 1 year,0.0
7753551,1500.0,other,0%,661xx,KS,10+ years,0.0
27225795,15000.0,Debt consolidation,11.85%,930xx,CA,< 1 year,0.0
1386915,1000.0,other,50.44%,334xx,FL,< 1 year,0.0
3807774,6000.0,Credit card refinancing,3.68%,537xx,WI,< 1 year,0.0
1660245,10000.0,other,8.42%,945xx,CA,< 1 year,0.0
23157443,25000.0,car,20.7%,333xx,FL,< 1 year,0.0
12637852,2500.0,Debt consolidation,35.11%,773xx,TX,< 1 year,0.0
15017671,15000.0,Credit card refinancing,24.89%,902xx,CA,< 1 year,0.0
15715981,1500.0,Other,0%,359xx,AL,< 1 year,0.0
27574948,3000.0,Other,20.2%,731xx,OK,< 1 year,0.0
693336,15000.0,debt_consolidation,14.12%,064xx,CT,< 1 year,0.0
9341176,1000.0,debt_consolidation,52.73%,283xx,NC,< 1 year,0.0
21672963,6000.0,Debt consolidation,15.73%,083xx,NJ,< 1 year,0.0
4778960,27000.0,Other,30.25%,402xx,KY,< 1 year,0.0
21846261,17000.0,credit_card,56.86%,782xx,TX,< 1 year,0.0
17989703,15500.0,Medical expenses,48.2%,904xx,CA,< 1 year,0.0
14812824,10000.0,Car financing,0%,853xx,AZ,5 years,0.0
23599672,35000.0,debt_consolidation,20.72%,454xx,OH,5 years,0.0
18283243,3000.0,Vacation,18.58%,373xx,TN,< 1 year,0.0
22366694,25000.0,debt_consolidation,55%,297xx,SC,< 1 year,0.0
12725865,30000.0,debt_consolidation,65.37%,356xx,AL,< 1 year,0.0
3752757,20000.0,Debt consolidation,37.62%,530xx,WI,< 1 year,0.0
25567050,10000.0,debt_consolidation,13.97%,920xx,CA,5 years,0.0
11907177,13000.0,debt_consolidation,16.9%,474xx,IN,< 1 year,0.0
2445034,3000.0,medical,40.78%,080xx,NJ,,0.0
3942057,3000.0,moving,0%,021xx,MA,5 years,0.0
25748321,35000.0,Debt consolidation,48.1%,241xx,VA,< 1 year,0.0
25092713,10000.0,other,14.07%,064xx,CT,< 1 year,0.0
27139270,40000.0,home_improvement,18.43%,060xx,CT,,0.0
9385932,5000.0,debt_consolidation,51.02%,452xx,OH,< 1 year,0.0
21525294,25000.0,Credit card refinancing,46.63%,122xx,NY,< 1 year,0.0
15384702,18500.0,Car financing,40.88%,303xx,GA,< 1 year,0.0
7830929,9900.0,Debt consolidation,30.74%,380xx,TN,2 years,0.0
11806757,5000.0,Home improvement,29.85%,660xx,KS,< 1 year,0.0
356631,35000.0,small_business,8.55%,070xx,NJ,< 1 year,0.0
12647967,1500.0,Moving and relocation,2.36%,028xx,RI,< 1 year,0.0
18442720,18000.0,Debt consolidation,12.31%,945xx,CA,< 1 year,0.0
989483,1500.0,other,15.91%,391xx,MS,< 1 year,0.0
16485996,2000.0,Credit card refinancing,44.56%,461xx,IN,< 1 year,0.0
6428924,20000.0,Debt consolidation,33.51%,597xx,MT,< 1 year,0.0
2509762,8000.0,debt_consolidation,12%,180xx,PA,< 1 year,0.0
18950295,15000.0,Debt consolidation,51.69%,190xx,PA,< 1 year,0.0
14660125,7000.0,credit_card,14.87%,481xx,MI,5 years,0.0
20173746,4000.0,Other,36.91%,773xx,TX,< 1 year,0.0
6616514,1700.0,Other,45.21%,322xx,FL,< 1 year,0.0
16837961,20000.0,Debt consolidation,38.57%,104xx,NY,5 years,0.0
13933707,15000.0,debt_consolidation,42%,277xx,NC,< 1 year,0.0
26405213,5000.0,debt_consolidation,38%,750xx,TX,< 1 year,0.0
14836279,10000.0,Credit card refinancing,12.45%,069xx,CT,< 1 year,0.0
16978268,21500.0,Credit card refinancing,26.91%,952xx,CA,< 1 year,0.0
18948577,15000.0,Debt consolidation,16.03%,114xx,NY,< 1 year,0.0
14744091,20000.0,Debt consolidation,100%,341xx,FL,< 1 year,0.0
25975503,1000.0,vacation,13.7%,443xx,OH,5 years,0.0
20665426,15000.0,Debt consolidation,43.31%,958xx,CA,< 1 year,0.0
7190005,29000.0,debt_consolidation,25.92%,297xx,SC,< 1 year,0.0
481395,18000.0,credit_card,27.34%,787xx,TX,< 1 year,0.0
14679811,30000.0,Debt consolidation,34.91%,680xx,NE,< 1 year,0.0
16083577,10000.0,Debt consolidation,13.87%,957xx,CA,< 1 year,0.0
6010649,40000.0,Debt consolidation,18.89%,453xx,OH,< 1 year,0.0
15947748,40000.0,Home improvement,0.55%,980xx,WA,< 1 year,0.0
23064541,7000.0,debt_consolidation,26.45%,731xx,OK,< 1 year,0.0
17900269,10500.0,Credit card refinancing,9.51%,113xx,NY,< 1 year,2.0
24024166,35000.0,debt_consolidation,25.36%,117xx,NY,< 1 year,0.0
26628176,5000.0,debt_consolidation,26.48%,402xx,KY,< 1 year,0.0
6686226,15000.0,Debt consolidation,18.26%,057xx,VT,< 1 year,0.0
16374907,6000.0,Debt consolidation,24.08%,044xx,ME,< 1 year,0.0
21261357,6000.0,Debt consolidation,6.72%,111xx,NY,1 year,0.0
2699817,35000.0,credit_card,31.92%,334xx,FL,< 1 year,0.0
8178483,35000.0,credit_card,46.46%,136xx,NY,< 1 year,0.0
25073701,5000.0,small_business,35.06%,647xx,MO,5 years,0.0
24969319,30000.0,house,16.87%,724xx,AR,5 years,0.0
16061090,1000.0,Credit card refinancing,236.06%,845xx,UT,< 1 year,0.0
8890574,10000.0,debt_consolidation,-1%,441xx,OH,< 1 year,0.0
208376,20000.0,debt_consolidation,132.53%,177xx,PA,< 1 year,0.0
976973,6000.0,debt_consolidation,11.21%,221xx,VA,< 1 year,0.0
7419306,8000.0,debt_consolidation,254.75%,950xx,CA,< 1 year,0.0
10294551,7000.0,Other,61.59%,967xx,HI,< 1 year,0.0
10902316,4000.0,Debt consolidation,9.98%,492xx,MI,< 1 year,0.0
18012507,20000.0,Debt consolidation,23.11%,973xx,OR,< 1 year,0.0
9770686,27000.0,Credit card refinancing,17.01%,076xx,NJ,< 1 year,0.0
8768950,2000.0,vacation,-1%,115xx,NY,< 1 year,0.0
9153689,18575.0,debt_consolidation,27.02%,656xx,MO,< 1 year,0.0
7630319,3000.0,debt_consolidation,13.63%,100xx,NM,< 1 year,0.0
7107968,35000.0,credit_card,30.58%,255xx,WV,< 1 year,0.0
23355860,3500.0,home_improvement,16.31%,802xx,CO,< 1 year,0.0
2389309,5000.0,debt_consolidation,56.45%,891xx,NE,< 1 year,0.0
16070040,10000.0,Debt consolidation,21.61%,148xx,NY,< 1 year,0.0
2500830,7000.0,debt_consolidation,7.11%,116xx,NY,< 1 year,0.0
16086967,32000.0,Debt consolidation,12.18%,071xx,NJ,< 1 year,0.0
4656008,8000.0,Moving and relocation,100%,117xx,NY,< 1 year,0.0
1725910,1000.0,vacation,2.43%,080xx,NJ,5 years,0.0
21689922,100000.0,Business Loan,-1%,439xx,OH,< 1 year,2.0
16700789,3000.0,Moving and relocation,100%,490xx,MI,1 year,0.0
16820956,10000.0,Debt consolidation,7.58%,294xx,SC,8 years,0.0
13065418,10000.0,debt_consolidation,34.53%,344xx,FL,< 1 year,0.0
10508364,8000.0,Vacation,0%,706xx,LA,< 1 year,0.0
16510967,5000.0,Other,22.65%,206xx,MD,< 1 year,0.0
21405126,40000.0,Debt consolidation,50.82%,853xx,AZ,< 1 year,0.0
4239412,32000.0,Debt consolidation,-1%,285xx,NC,< 1 year,0.0
9075135,1000.0,medical,2.8%,088xx,NJ,< 1 year,0.0
9716317,15000.0,Car financing,26.1%,322xx,FL,< 1 year,0.0
17669328,22625.0,Car financing,100%,853xx,AZ,< 1 year,0.0
5053108,8000.0,Credit card refinancing,100%,952xx,CA,< 1 year,0.0
8618597,10000.0,credit_card,12.19%,212xx,MD,< 1 year,0.0
23535722,5000.0,debt_consolidation,34.26%,276xx,NC,< 1 year,0.0
18994584,2500.0,Other,17.33%,335xx,FL,2 years,0.0
24815685,35000.0,credit_card,40.7%,802xx,CO,5 years,0.0
14234145,33325.0,debt_consolidation,176.08%,949xx,CA,< 1 year,0.0
3592333,40000.0,Business,5.52%,852xx,AZ,< 1 year,0.0
3157139,11000.0,Car financing,-1%,630xx,MO,< 1 year,0.0
5654097,9000.0,Debt consolidation,27.76%,283xx,NC,< 1 year,0.0
17131020,40000.0,Debt consolidation,100%,199xx,DE,< 1 year,0.0
20382337,5000.0,Debt consolidation,4.59%,212xx,MD,< 1 year,0.0
1343501,35000.0,major_purchase,13.81%,321xx,FL,5 years,0.0
26560941,13000.0,credit_card,44.58%,080xx,NJ,5 years,0.0
6085850,3000.0,Credit card refinancing,7600%,300xx,GA,< 1 year,0.0
15493241,3000.0,Home improvement,100%,840xx,UT,< 1 year,0.0
463682,30000.0,debt_consolidation,20.81%,180xx,PA,10+ years,0.0
20378020,2500.0,Debt consolidation,9.86%,483xx,MI,< 1 year,0.0
23188479,8000.0,car,-1%,920xx,CA,< 1 year,0.0
20402686,15000.0,Debt consolidation,100%,070xx,NJ,< 1 year,0.0
15794328,40000.0,Home buying,100%,284xx,NC,< 1 year,0.0
23885035,20000.0,debt_consolidation,13.02%,191xx,PA,< 1 year,0.0
26708697,15000.0,other,1.18%,681xx,NE,< 1 year,0.0
19079144,10500.0,Other,50.46%,467xx,IN,< 1 year,0.0
8483599,2000.0,other,32.92%,456xx,OH,< 1 year,0.0
20009310,40000.0,Debt consolidation,28.51%,436xx,OH,< 1 year,0.0
17850261,20000.0,Credit card refinancing,3.49%,101xx,NY,< 1 year,0.0
22568234,25000.0,debt_consolidation,43.59%,707xx,LA,< 1 year,0.0
26932665,4000.0,debt_consolidation,31.51%,232xx,VA,< 1 year,0.0
16991004,10000.0,Debt consolidation,36.19%,331xx,FL,< 1 year,0.0
2494076,15000.0,debt_consolidation,18.62%,346xx,FL,< 1 year,0.0
23371982,25000.0,debt_consolidation,13684.4%,973xx,OR,< 1 year,0.0
4557164,2000.0,Other,2.85%,104xx,NY,< 1 year,0.0
10183818,40000.0,Debt consolidation,10.11%,356xx,AL,< 1 year,0.0
22053875,1500.0,other,22.93%,242xx,VA,< 1 year,0.0
17394475,15000.0,Credit card refinancing,50.22%,276xx,NC,< 1 year,0.0
3882959,22000.0,debt_consolidation,28.36%,661xx,KS,5 years,0.0
6543665,1000.0,Debt consolidation,26.86%,850xx,AZ,< 1 year,0.0
11469381,10000.0,Other,6.9%,334xx,FL,< 1 year,0.0
21682079,15000.0,Other,28.49%,498xx,MI,< 1 year,0.0
9490285,6000.0,debt_consolidation,7.8%,606xx,IL,< 1 year,0.0
821332,5000.0,debt_consolidation,11.08%,490xx,MI,5 years,0.0
12704672,10000.0,car,21.26%,550xx,MN,5 years,0.0
14944474,3000.0,Home improvement,56.22%,285xx,NC,< 1 year,0.0
2129260,5000.0,moving,6.93%,172xx,PA,5 years,0.0
